item_id,item_name,addr1,state,lat,lng,phone,directions,site_brand,description_1,unitPrice_1,description_2,unitPrice_2,description_3,unitPrice_3,description_4,unitPrice_4,description_5,unitPrice_5,description_6,unitPrice_6,description_7,unitPrice_7,description_8,unitPrice_8,description_9,unitPrice_9,description_10,unitPrice_10
348924,DeKalb Quick Mart #2,125 N ANNIE GLIDDEN RD,IL,41.9319968,-88.7737845,9095032524,https://www.google.com/maps/dir//125+N+ANNIE+GLIDDEN+RD+DE+KALB+IL+60115,MARATHON,UNLEADED,3.259,MID,3.879,PREMIUM,4.499,,,,,,,,,,,,,,
348903,Zunairah Fuels Inc,799 South Lapeer Road,MI,42.7717148,-83.2383735,5866159643,https://www.google.com/maps/dir//799+South+Lapeer+Road+Lake+Orion+MI+48362,MARATHON,,,,,,,,,,,,,,,,,,,,
348780,Golden Leaf Food Mart,1435 East Washington St,IN,39.7668922,-86.1338991,3174530132,https://www.google.com/maps/dir//1435+East+Washington+St+Indianapolis+IN+46201,MARATHON,UNLD,3.299,MID,3.899,PREM,4.299,,,,,,,,,,,,,,
348674,Kemp's Mart,601 East State Street,MI,43.0018742,-84.5507446,9892924507,https://www.google.com/maps/dir//601+East+State+Street+St.+Johns+MI+48879,MARATHON,,,,,,,,,,,,,,,,,,,,
348656,Henbo 1,3401 S York Highway,TN,36.3566064,-84.9481181,9318799734,https://www.google.com/maps/dir//3401+S+York+Highway+Jamestown+TN+38556,MARATHON,REGULAR,2.699,PLUS,3.099,DIESEL,3.199,,,,,,,,,,,,,,
348617,Greenwood Mart,1208 South Carolina 72,SC,34.2106763,-82.1478718,6304404729,https://www.google.com/maps/dir//1208+South+Carolina+72+Greenwood+SC+29649,MARATHON,UNLD,2.739,MID1,3.439,DIESL,0.000,,,,,,,,,,,,,,
348587,Jerome Marathon,1645 Wabash Ave,IL,39.7644381,-89.6817861,2174403514,https://www.google.com/maps/dir//1645+Wabash+Ave+Jerome+IL+62704,MARATHON,UNLD,3.059,MID,3.559,PREM,4.059,,,,,,,,,,,,,,
348577,DeKalb Quick Mart #3,933 South 4th Street,IL,41.9188691,-88.7537236,9095032524,https://www.google.com/maps/dir//933+South+4th+Street+DeKalb+IL+60115,MARATHON,,,,,,,,,,,,,,,,,,,,
348568,Warsaw G Mart,400 S BUFFALO STREET,IN,41.234761,-85.8571918,5742673088,https://www.google.com/maps/dir//400+S+BUFFALO+STREET+WARSAW+IN+46580,MARATHON,,,,,,,,,,,,,,,,,,,,
348562,SMS Gas Inc.,13060 E JEFFERSON ROAD,IN,41.6737352,-86.1203104,5748554061,https://www.google.com/maps/dir//13060+E+JEFFERSON+ROAD+MISHAWAKA+IN+46545,MARATHON,,,,,,,,,,,,,,,,,,,,
348545,Akal Food Mart,1417 Sam Nunn Boulevard,GA,32.4691344,-83.7422612,3475966509,https://www.google.com/maps/dir//1417+Sam+Nunn+Boulevard+Perry+GA+31069,MARATHON,UNLD1,2.799,MID,3.299,PREM,3.799,DIESL,3.299,,,,,,,,,,,,
348500,Michigan City Stop,10201 N US 12 E,IN,41.7547643,-86.807239,2192430002,https://www.google.com/maps/dir//10201+N+US+12+E+MICHIGAN+CITY+IN+46360,MARATHON,REGULAR,2.999,MIDGRADE,3.599,PREMIUM,4.199,,,,,,,,,,,,,,
348477,Kemp's Mart 2,735 West Michigan Ave,MI,42.2717524,-84.9710254,2698061307,https://www.google.com/maps/dir//735+West+Michigan+Ave+Marshall+MI+49068,MARATHON,REGULAR,2.959,MIDGRADE,3.689,PREMIUM,4.719,,,,,,,,,,,,,,
348466,TA Express LaPlace #479,4301 South Main St.,LA,30.0860161,-90.4449857,4408084313,https://www.google.com/maps/dir//4301+South+Main+St.+Laplace+LA+70068,MARATHON,UNLD1,2.629,MID,2.979,DIESL,3.399,,,,,,,,,,,,,,
348459,3 Rivers Food Mart,102 U.S. 131,MI,41.9423433,-85.6525587,2692799180,https://www.google.com/maps/dir//102+U.S.+131+Three+Rivers+MI+49093,MARATHON,,,,,,,,,,,,,,,,,,,,
298973,ALLENHURST MARATHON 493,1457 Dunlevie Road,GA,31.7667398,-81.607473,9123686399,https://www.google.com/maps/dir//1457+Dunlevie+Road+Allenhurst+GA+31301,MARATHON,UNLD,2.999,PLUS,3.499,PREM,3.799,DIESEL,5.599,,,,,,,,,,,,
299198,Little General 3030,602 East Main Street,WV,37.9738169,-81.1454012,3044658244,https://www.google.com/maps/dir//602+East+Main+Street+Oak+Hill+WV+25901,MARATHON,UNLEADED,2.999,PLUS,3.449,SUPREME,3.849,,,,,,,,,,,,,,
347721,Speedy Mart,1705 Shorter Ave,GA,34.2687356,-85.2154267,7063461282,https://www.google.com/maps/dir//1705+Shorter+Ave+Rome+GA+30165,MARATHON,UNLD,2.899,MID,3.389,REC 90,3.799,DIESEL,3.399,,,,,,,,,,,,
276855,Carpenter Corner Inc,7022 N SAGINAW ST,MI,43.0751499,-83.6931795,8109414822,https://www.google.com/maps/dir//7022+N+SAGINAW+ST+FLINT+MI+48505,MARATHON,UNLD,2.999,MIDGRADE,4.499,DIESEL,3.459,,,,,,,,,,,,,,
277045,Crows Nest Resort,2743 Minnesota 65,MN,45.987682,-93.2805502,3206791977,https://www.google.com/maps/dir//2743+Minnesota+65+Mora+MN+55051,MARATHON,,,,,,,,,,,,,,,,,,,,
273520,New Hope Marathon,7900 Bass Lake Road,MN,45.0554386,-93.3808943,6204819322,https://www.google.com/maps/dir//7900+Bass+Lake+Road+New+Hope+MN+55428,MARATHON,UNLEADED,2.899,MIDGRADE,3.499,DIESEL,3.449,,,,,,,,,,,,,,
280109,Barrington Marathon,205 N Northwest Hwy,IL,42.1552073,-88.1278804,8473823155,https://www.google.com/maps/dir//205+N+Northwest+Hwy+Barrington+IL+60010,MARATHON,REGULAR,3.299,PLUS,3.799,PREMIUM,4.299,,,,,,,,,,,,,,
280525,Deltona Express,2910 Howland Blvd,FL,28.9450726,-81.2262866,3525025316,https://www.google.com/maps/dir//2910+Howland+Blvd+Deltona+FL+32725,MARATHON,REGULAR,3.199,PLUS,3.599,DIESEL,3.699,,,,,,,,,,,,,,
343788,Cool Lane,2001 Mechanicsville Tpk,VA,37.553757,-77.4112164,8047888063,https://www.google.com/maps/dir//2001+Mechanicsville+Tpk+Richmond+VA+23223,MARATHON,UNLEADED,3.500,MID GRADE,4.059,PREMIUM,4.359,,,,,,,,,,,,,,
250412,Mustangs Mart #7,100 Clarence Dr,KY,38.0923174,-83.8983064,8594985161,https://www.google.com/maps/dir//100+Clarence+Dr+Mt+Sterling+KY+40353,MARATHON,Regular,2.699,Plus,3.199,Off Road,3.599,Diesel,3.699,,,,,,,,,,,,
250413,BEDFORD STOP N GO,24 HWY 421 NORTH,KY,38.5927457,-85.316838,5022557757,https://www.google.com/maps/dir//24+HWY+421+NORTH+BEDFORD+KY+40006,MARATHON,UNLD,2.949,MID,3.759,PREM,4.399,DIESL,3.599,,,,,,,,,,,,
343605,LANCASTER MARATHON,602 LINCOLN AVE,OH,39.7115011,-82.6121484,7406870247,https://www.google.com/maps/dir//602+LINCOLN+AVE+LANCASTER+OH+43130,MARATHON,Def,1.999,Unlead,2.999,Plus,3.596,DIESL,3.299,,,,,,,,,,,,
250414,DJS FOOD MART,3300 US 127,KY,37.5158496,-84.8058288,6063469700,https://www.google.com/maps/dir//3300+US+127+HUSTONVILLE+KY+40437,MARATHON,REGULAR,2.679,PLUS,3.359,DIESEL,3.159,,,,,,,,,,,,,,
250415,On The Go 13,39 Joe Kennedy Road NE,GA,31.8776875,-81.8785447,9126540442,https://www.google.com/maps/dir//39+Joe+Kennedy+Road+NE+Glennville+GA+30427,MARATHON,REGULAR,2.949,Plus,3.349,Diesel,3.499,,,,,,,,,,,,,,
250416,Wysor Street Marathon,500 E. Wysor Street,IN,40.1972976,-85.381313,7652882591,https://www.google.com/maps/dir//500+E.+Wysor+Street+Muncie+IN+47305,MARATHON,,,,,,,,,,,,,,,,,,,,
250417,Ishos Oil,1289 Conant Street,OH,41.5737596,-83.6601727,4197940109,https://www.google.com/maps/dir//1289+Conant+Street+Maumee+OH+43537,MARATHON,REGULAR,2.699,PLUS,3.299,PREMIUM,3.999,,,,,,,,,,,,,,
250418,One Stop #8132,864 U.S. 52,WV,37.7026988,-82.1901487,3045432357,https://www.google.com/maps/dir//864+U.S.+52+Delbarton+WV+25670,MARATHON,UNLD/REG,2.899,MID,3.499,PREM,4.099,NON ETHAN,4.099,DIESEL,3.459,,,,,,,,,,
250419,FRIENDLY EXPRESS MART II,309 W EMELINE ST,IN,41.4087611,-85.8499809,5746589551,https://www.google.com/maps/dir//309+W+EMELINE+ST+MILFORD+IN+46542,MARATHON,UNLD,2.999,PLUS,3.499,DIESEL,3.499,,,,,,,,,,,,,,
250420,SUNSHINE 130,2301 CORAL WAY,FL,25.7507786,-80.2325017,3052851067,https://www.google.com/maps/dir//2301+CORAL+WAY+MIAMI+FL+33145,MARATHON,UNLD,3.099,PLUS,3.559,PREM,3.659,,,,,,,,,,,,,,
250421,Napoleon Main Stop,2269 North Scott Street,OH,41.40546,-84.132669,4194855586,https://www.google.com/maps/dir//2269+North+Scott+Street+Napoleon+OH+43545,MARATHON,REGULAR,2.819,PLUS,3.419,DIESEL,3.359,,,,,,,,,,,,,,
250422,MARATHON FOOD MART,4013 S 00 EW,IN,40.4387009,-86.1273474,7654508426,https://www.google.com/maps/dir//4013+S+00+EW+KOKOMO+IN+46902,MARATHON,REGULAR,3.029,MIDGRADE,3.629,DIESEL,3.399,,,,,,,,,,,,,,
250423,Jet Food Store 22,816 South Harris St,GA,32.9678911,-82.8092944,4785520272,https://www.google.com/maps/dir//816+South+Harris+St+Sandersville+GA+31082,MARATHON,UNLD,2.829,MID,3.229,PREM,3.579,DSL,3.549,,,,,,,,,,,,
250424,TERRYS GROCERY,1505 U.S. 50,OH,39.2016856,-83.8230356,9373642156,https://www.google.com/maps/dir//1505+U.S.+50+Lynchburg+OH+45142,MARATHON,UNLEADED,2.999,PLUS,3.459,PREMIUM,4.299,DIESEL,3.299,,,,,,,,,,,,
250425,PAK A SAK 16,800 N WASHINGTON ST,OH,40.8806575,-84.5827738,4192384860,https://www.google.com/maps/dir//800+N+WASHINGTON+ST+VAN+WERT+OH+45891,MARATHON,UNLEAD,3.009,MIDGRD,3.509,DIESEL,3.189,,,,,,,,,,,,,,
250426,ADMIRAL 5767,2615 I 75 Bus Loop,MI,44.6476948,-84.7078873,9893487978,https://www.google.com/maps/dir//2615+I+75+Bus+Loop+Grayling+MI+49738,MARATHON,UNLD,3.019,PLUS,3.569,DIESEL,3.569,,,,,,,,,,,,,,
250427,MINUTEMAN FOOD MART 19,118 CAUSEWAY DRIVE,NC,33.9036033,-78.441467,9105797818,https://www.google.com/maps/dir//118+CAUSEWAY+DRIVE+OCEAN+ISLE+BEACH+NC+28469,MARATHON,UNLD,2.839,PLUS,3.239,DIESL,3.459,,,,,,,,,,,,,,
250428,CLARKS PNS 47,67 COMMERCIAL DR,KY,38.5918549,-83.3265435,6067963165,https://www.google.com/maps/dir//67+COMMERCIAL+DR+VANCEBURG+KY+41179,MARATHON,REGULAR,2.799,PLUS,3.299,DIESEL,3.599,,,,,,,,,,,,,,
250429,Rebel  918,1322 East Main Street,WV,39.2886228,-80.5379053,3043703778,https://www.google.com/maps/dir//1322+East+Main+Street+Salem+WV+26426,MARATHON,UNLD,2.999,PLUS,3.599,DIESEL,3.599,,,,,,,,,,,,,,
250430,ALTAVISTA MARATHON,531 MAIN ST,VA,37.1094603,-79.2885381,4343695311,https://www.google.com/maps/dir//531+MAIN+ST+ALTAVISTA+VA+24517,MARATHON,REGULAR,2.699,PLUS,3.099,SUPER,3.459,,,,,,,,,,,,,,
250384,New Hope Country Store,6095 New Hope Road,KY,37.6356649,-85.5072475,5026454384,https://www.google.com/maps/dir//6095+New+Hope+Road+New+Hope+KY+40052,MARATHON,UNLD,2.849,PLUS,3.199,ON RD ,3.199,OFF RD,3.199,PREM,3.399,,,,,,,,,,
250385,PELHAM SERVICE LLC,3544 PELHAM,MI,42.2851102,-83.2321771,3133819900,https://www.google.com/maps/dir//3544+PELHAM+DEARBORN+MI+48124,MARATHON,REGULAR,3.099,MIDGRADE,3.799,PREMIUM,4.399,,,,,,,,,,,,,,
250386,MARATHON FAMILY PANTRY,1807 WASHINGTON ST,WI,44.0886911,-87.6720984,9206520450,https://www.google.com/maps/dir//1807+WASHINGTON+ST+MANITOWOC+WI+54220,MARATHON,Regular,2.769,Plus,3.269,Diesel,3.499,,,,,,,,,,,,,,
250387,Mustang Gas Inc,12278 CLIO RD,MI,43.1851994,-83.7343781,8106871773,https://www.google.com/maps/dir//12278+CLIO+RD+CLIO+MI+48420,MARATHON,REG,2.899,MID,3.199,PREM,3.899,,,,,,,,,,,,,,
250388,Mustang 3 Inc,3560 SHERIDAN ROAD,MI,43.3910086,-83.9364624,9897777657,https://www.google.com/maps/dir//3560+SHERIDAN+ROAD+SAGINAW+MI+48601,MARATHON,UNLD,2.849,PLUS,3.349,PREM,3.849,,,,,,,,,,,,,,
250389,CANTON MARATHON,555 WEST PEACE ST,MS,32.6123133,-90.0419638,6018598025,https://www.google.com/maps/dir//555+WEST+PEACE+ST+CANTON+MS+39046,MARATHON,REGULAR,2.759,Plus,3.159,Premium,3.559,,,,,,,,,,,,,,
250390,Mt. Sterling Food Mart,105 Wingtip Way,KY,38.0750375,-83.9475532,8595203571,https://www.google.com/maps/dir//105+Wingtip+Way+Mt+Sterling+KY+40353,MARATHON,REGULAR,2.699,PLUS,3.499,DIESEL,3.129,,,,,,,,,,,,,,
250393,Gristmill Parish,3039 County Route 26,NY,43.40829,-76.11429,3156257691,https://www.google.com/maps/dir//3039+County+Route+26+Parish+NY+13131,MARATHON,REG,3.359,PLUS,3.759,PREM,4.159,DIESL,3.799,,,,,,,,,,,,
250397,Central Gas Modesto,1606 Sisk Road,CA,37.6679083,-121.0330681,6502670523,https://www.google.com/maps/dir//1606+Sisk+Road+Modesto+CA+95350,MARATHON,Regular,3.899,PLUS,4.299,SUPER,4.499,DIESEL,4.599,,,,,,,,,,,,
250399,FASMART 122,1015 FAIRYSTONE PK HWY,VA,36.7397717,-79.9544623,2766292162,https://www.google.com/maps/dir//1015+FAIRYSTONE+PK+HWY+BASSETT+VA+24055,MARATHON,REG,2.899,MID,3.359,PREM,3.789,DIESL,3.439,,,,,,,,,,,,
250400,QUICKIE MARKET,1446 S Hwy 421,KY,37.136668,-83.7631692,6065983517,https://www.google.com/maps/dir//1446+S+Hwy+421+Manchester+KY+40962,MARATHON,REGULAR,2.999,PLUS,3.499,PREMIUM,3.799,,,,,,,,,,,,,,
250401,Grub Mart 28,1900 Marvyn Parkway,AL,32.6303586,-85.3726209,3347496745,https://www.google.com/maps/dir//1900+Marvyn+Parkway+Opelika+AL+36804,MARATHON,UNLD 87,2.599,OFF RD,2.899,PLUS 89,2.999,DIESEL,3.299,,,,,,,,,,,,
250402,Roberts Grocery,5192 Alabama 52,AL,31.1821023,-85.4691185,3347924047,https://www.google.com/maps/dir//5192+Alabama+52+Taylor+AL+36305,MARATHON,Regular,2.799,PLUS,3.199,OFF RD,3.299,DIESEL2,3.499,Premium,3.539,Non Ethonal2,3.639,Non Ethanol,3.639,Diesel,3.499,,,,
250403,Party Mart #48,148 Railway Ave,OH,41.2501526,-84.1317638,4192642941,https://www.google.com/maps/dir//148+Railway+Ave+Holgate+OH+43527,MARATHON,UNLEAD,2.899,MIDGRD,3.399,DIESEL,3.299,,,,,,,,,,,,,,
250404,HOLLY SPRINGS MARATHON,165 E VAN DORN AVENUE,MS,34.7672995,-89.4461629,6622524841,https://www.google.com/maps/dir//165+E+VAN+DORN+AVENUE+HOLLY+SPRINGS+MS+38635,MARATHON,Unld,2.579,Plus,2.979,Prem,3.479,,,,,,,,,,,,,,
274395,Rock Energy C Store,101 Main Street,SD,45.8153008,-100.8108983,6058234456,https://www.google.com/maps/dir//101+Main+Street+McLaughlin+SD+57642,MARATHON,Diesel Exhaust Fluid,2.79,Regular W10,2.849,Regular Non Ethanol,3.069,Diesel #2,3.139,Diesel #1,3.499,Premium Non Ethanol,3.629,,,,,,,,
274622,E&T Quick Stop,24882 MO-21,MO,38.0806116,-90.6770469,6365866029,https://www.google.com/maps/dir//24882+MO-21+Blackwell+MO+63626,MARATHON,Regular,2.699,Plus,3.199,Diesel,3.199,,,,,,,,,,,,,,
274791,Marathon Food Mart,3720 Club Dr,GA,33.9414231,-84.1278248,4044529122,https://www.google.com/maps/dir//3720+Club+Dr+Duluth+GA+30096,MARATHON,UNLD,2.999,PLUS,3.599,DIESEL,3.499,,,,,,,,,,,,,,
259181,Handee Mart Woodruff,415 North Main Street,SC,34.7444886,-82.0417451,8646709343,https://www.google.com/maps/dir//415+North+Main+Street+Woodruff+SC+29388,MARATHON,UNLD,2.869,PLUS,3.369,NON ETHANO,3.869,DIESL,3.469,,,,,,,,,,,,
342180,Gasia,351 Ponce de Leon Blvd,FL,28.559721,-82.3980469,3525935201,https://www.google.com/maps/dir//351+Ponce+de+Leon+Blvd+Brooksville+FL+34601,MARATHON,Unleaded,3.059,Plus,3.459,Diesel,3.359,,,,,,,,,,,,,,
342753,Royal Food Store #38,2344 US 123,GA,34.5940871,-83.2812119,7068868155,https://www.google.com/maps/dir//2344+US+123+Toccoa+GA+30577,MARATHON,UNLD,2.899,PLUS,3.399,DIESEL,3.599,,,,,,,,,,,,,,
276530,Bettys Outdoors,3701 NC 89 HWY E,NC,36.3520175,-80.1550909,3365914848,https://www.google.com/maps/dir//3701+NC+89+HWY+E+WALNUT+COVE+NC+27052,MARATHON,UNLEADED,2.859,OFF-ROAD,3.199,DIESL,3.499,,,,,,,,,,,,,,
246310,JAY MAA QUICKMART,268 E MAIN STREET,KY,37.3393412,-82.9800711,6067855466,https://www.google.com/maps/dir//268+E+MAIN+STREET+HINDMAN+KY+41822,MARATHON,UNLEAD,1.121,Plus,2.121,Premium,3.121,Diesel,7.121,,,,,,,,,,,,
291677,Stanwood Food Mart,26923 104th Dr NW,WA,48.2414319,-122.3738933,4253452981,https://www.google.com/maps/dir//26923+104th+Dr+NW+Stanwood+WA+98292,MARATHON,REGULAR,3.739,Plus,4.259,Diesel,4.599,,,,,,,,,,,,,,
294350,Koko Mart #1,2815 Liberty Ave,OH,41.4242725,-82.3024938,2162440943,https://www.google.com/maps/dir//2815+Liberty+Ave+Vermilion+OH+44089,MARATHON,UNLD,2.999,MID,3.949,Super,4.399,DIESL,3.699,,,,,,,,,,,,
261796,Antelope Point Marina,537 Marina Parkway,AZ,36.9657153,-111.42949,9286455900,https://www.google.com/maps/dir//537+Marina+Parkway+Page+AZ+86040,MARATHON,REGULAR,6.53,MIDGRADE,7.04,PREMIUM,7.56,DIESEL,6.44,,,,,,,,,,,,
288941,FIFTH ST MARATHON,1737 E 5th Street,OH,39.7593466,-84.1697696,9374611962,https://www.google.com/maps/dir//1737+E+5th+Street+Dayton+OH+45403,MARATHON,REGULAR,2.899,MIDGRADE,3.499,PREMIUM,3.999,,,,,,,,,,,,,,
289101,MOORFIELD MARATHON,1321 Moorefield Road,OH,39.995471,-83.7755986,9379178173,https://www.google.com/maps/dir//1321+Moorefield+Road+Springfield+OH+45503,MARATHON,UNLEAD,3.029,MIDGRADE,3.579,PREMIUM,4.079,,,,,,,,,,,,,,
289387,Pecan Grove,1504 East Hwy 30,LA,30.2114727,-90.9052558,2256471660,https://www.google.com/maps/dir//1504+East+Hwy+30+Gonzales+LA+70737,MARATHON,UNLEADED,2.699,PLUS,2.799,DIESL,3.199,,,,,,,,,,,,,,
302558,EC's Corner Express,34160 State Hwy 47,MN,45.5876248,-93.3895772,7636894762,https://www.google.com/maps/dir//34160+State+Hwy+47+Cambridge+MN+55008,MARATHON,REGULAR,2.899,DYED DIESEL,3.049,#2 DIESEL,3.249,#1 DIESEL,3.249,PREMIUM,3.649,,,,,,,,,,
257912,Red Barn Market #11,9191 Pettysville Road,MI,42.466881,-83.875489,7348783050,https://www.google.com/maps/dir//9191+Pettysville+Road+Pinckney+MI+48169,MARATHON,REGULAR,3.249,MIDGRADE,3.849,PREMIUM,4.449,REC 90,4.999,DIESEL,3.699,,,,,,,,,,
250431,Lightning Quick Gas N Go 19,603 South Main Street,MI,41.834663,-84.74762,5175833614,https://www.google.com/maps/dir//603+South+Main+Street+Reading+MI+49274,MARATHON,UNLEAD,2.999,PLUS,3.299,PREM,3.699,DIESEL,3.399,,,,,,,,,,,,
250432,Red Barn Market 12 Inc,13727 Plumbrook Rd,MI,42.5747649,-82.988897,5866005800,https://www.google.com/maps/dir//13727+Plumbrook+Rd+Sterling+Heights+MI+48312,MARATHON,UNLEADED,2.899,MIDGRADE,3.399,DIESEL,3.549,,,,,,,,,,,,,,
250433,Marathon Express Mart LLC,702 Superior Street,WI,45.1420988,-89.1525366,7156233882,https://www.google.com/maps/dir//702+Superior+Street+Antigo+WI+54409,MARATHON,REGULAR,2.799,MIDGRADE,3.399,DIESEL,3.369,,,,,,,,,,,,,,
250434,MIDEI SERV CNT TILTONSVIL,301 WALDEN AVE,OH,40.1735511,-80.6965772,7408599926,https://www.google.com/maps/dir//301+WALDEN+AVE+TILTONSVILLE+OH+43963,MARATHON,REG,2.989,PLUS,3.489,DIESEL,3.599,,,,,,,,,,,,,,
339967,Sagamore Petroleum Inc,1908 Sagamore Prkway W,IN,40.4680106,-86.942967,7654642901,https://www.google.com/maps/dir//1908+Sagamore+Prkway+W+West+Lafayette+IN+47906,MARATHON,UNLEAD,3.199,MIDGRADE,3.799,PREMIUM,4.399,,,,,,,,,,,,,,
340146,Royal Food Store #36,14901 GA-17,GA,34.4470625,-83.1385034,7063561142,https://www.google.com/maps/dir//14901+GA-17+Lavonia+GA+30553,MARATHON,UNLD,2.959,MID,3.355,PREM,3.699,DIESEL,3.499,,,,,,,,,,,,
340743,Roots #72,8160 Overland Pkwy,ID,43.5902812,-116.310543,8478675511,https://www.google.com/maps/dir//8160+Overland+Pkwy+Boise+ID+83709,MARATHON,Unleaded,2.859,Plus,3.259,Super,3.659,Clear,4.559,,,,,,,,,,,,
288222,Marathon,407 S. Main St,IL,37.8954055,-89.0580942,8455880900,https://www.google.com/maps/dir//407+S.+Main+St+Zeigler+IL+62999,MARATHON,,,,,,,,,,,,,,,,,,,,
288278,Hwy 19 Gas & Grill,1111 N Byron Butler,FL,30.1282934,-83.5980566,8503715157,https://www.google.com/maps/dir//1111+N+Byron+Butler+Perry+FL+32348,MARATHON,OFF ROAD,2.879,UNLEADED,3.049,MIDGRADE,3.449,DIESL,3.799,,,,,,,,,,,,
288580,PATIYA TRADING,640 SW 16TH STREET,FL,26.6791056,-80.6862591,5619960130,https://www.google.com/maps/dir//640+SW+16TH+STREET+BELLE+GLADE+FL+33430,MARATHON,REGULAR,3.459,plus,3.959,premium,4.459,,,,,,,,,,,,,,
307380,Super USA 202,980 Demorest Road,OH,39.934002,-83.0896284,4844339291,https://www.google.com/maps/dir//980+Demorest+Road+Columbus+OH+43204,MARATHON,REGULAR,3.199,PLUS,3.699,PREM,4.199,,,,,,,,,,,,,,
247825,Market Master,1814 Columbia Avenue,TN,35.8993153,-86.8765941,6157900870,https://www.google.com/maps/dir//1814+Columbia+Avenue+Franklin+TN+37640,MARATHON,UNLEAD,3.199,87 NON,3.549,Plus,3.549,90 PURE,3.949,DIESEL,3.899,,,,,,,,,,
338903,GOBBLE STOP 6,4787 FRIES ROAD,VA,36.7068244,-80.9528042,2767447876,https://www.google.com/maps/dir//4787+FRIES+ROAD+GALAX+VA+24333,MARATHON,REGULAR,2.849,MIDGRADE,3.169,PREMIUM,3.769,,,,,,,,,,,,,,
338922,Lenox 49 LLC,271 Kinard Bridge Rd,GA,31.2677729,-83.4728612,4705627056,https://www.google.com/maps/dir//271+Kinard+Bridge+Rd+Lenox+GA+31637,MARATHON,REGULAR,3.099,PLUS,3.79,PREMIUM,4.449,,,,,,,,,,,,,,
338961,GOBBLE STOP 1,2771 VIRGINIA AVE,VA,37.336666,-80.7989384,5407267425,https://www.google.com/maps/dir//2771+VIRGINIA+AVE+NARROWS+VA+24124,MARATHON,REGULAR,2.909,MIDGRADE,3.499,DIESEL,3.359,,,,,,,,,,,,,,
339033,Speed Mart,10795 Newport Highway,TN,36.0615503,-82.9730371,4236399998,https://www.google.com/maps/dir//10795+Newport+Highway+Greeneville+TN+37743,MARATHON,UNLEAD,2.699,PLUS,3.499,PREM,3.999,DIESEL,3.299,,,,,,,,,,,,
339037,Ephrath Inc.,130 US-82,GA,31.7693184,-84.7712117,2297325500,https://www.google.com/maps/dir//130+US-82+Cuthbert+GA+39840,MARATHON,REGULAR,2.999,PLUS,3.499,SUPREME,3.899,DIESEL,3.799,,,,,,,,,,,,
339049,GOBBLE STOP 4,1067 W STUART DRIVE,VA,36.7540484,-80.7453703,2767283939,https://www.google.com/maps/dir//1067+W+STUART+DRIVE+HILLSVILLE+VA+24343,MARATHON,REGULAR,2.779,OFF ROAD,2.949,MID GRADE,3.279,DIESEL,3.249,,,,,,,,,,,,
339101,GOBBLE STOP 8,4338 PRICES FORK RD,VA,37.2082197,-80.4949342,5405520688,https://www.google.com/maps/dir//4338+PRICES+FORK+RD+BLACKSBURG+VA+24060,MARATHON,Regular,2.939,Plus,3.239,Diesel 1,3.349,Premium,3.699,,,,,,,,,,,,
339197,GOBBLE STOP 7,10009 GRAYSON PARKWAY,VA,36.628145,-80.9862281,2762362588,https://www.google.com/maps/dir//10009+GRAYSON+PARKWAY+GALAX+VA+24333,MARATHON,REGULAR,2.799,MID GRADE,3.259,PREMIUM,3.659,,,,,,,,,,,,,,
339228,GOBBLE STOP 3,815 WEST MAIN STREET,VA,37.2909763,-80.0715214,5403759145,https://www.google.com/maps/dir//815+WEST+MAIN+STREET+SALEM+VA+24153,MARATHON,REGULAR,2.799,MID GRADE,3.299,PREMIUM,3.699,,,,,,,,,,,,,,
339239,GOBBLE STOP 12,6011 WRIGHT AVE,VA,37.1203499,-80.6599163,5406741050,https://www.google.com/maps/dir//6011+WRIGHT+AVE+DUBLIN+VA+24084,MARATHON,REGULAR,2.799,MIDGRADE,3.199,PPREMIUM,3.599,,,,,,,,,,,,,,
339360,Marathon Hixson,7019 Highway 153,TN,35.1851588,-85.2468778,4235038219,https://www.google.com/maps/dir//7019+Highway+153+Hixson+TN+37343,MARATHON,REGULAR,2.679,PLUS,3.399,PREMIUM,3.899,DIESEL,3.099,,,,,,,,,,,,
339459,GOBBLE STOP 2,114 SHERATON DRIVE,VA,37.320564,-80.0317055,5405622549,https://www.google.com/maps/dir//114+SHERATON+DRIVE+SALEM+VA+24153,MARATHON,REGULAR,2.899,MID GRADE,3.399,PREMIUM,3.799,,,,,,,,,,,,,,
339466,GOBBLE STOP 5,2918 GLENDALE ROAD,VA,36.6974488,-80.8807676,2762369544,https://www.google.com/maps/dir//2918+GLENDALE+ROAD+GALAX+VA+24333,MARATHON,REGULAR,2.84,MID GRADE,3.34,PREMIUM,3.94,,,,,,,,,,,,,,
339469,GOBBLE STOP 10,27244 LEE HIGHWAY,VA,36.7315263,-81.8884043,2766281492,https://www.google.com/maps/dir//27244+LEE+HIGHWAY+ABINGDON+VA+24211,MARATHON,REGULAR,2.949,MID GRADE,3.599,DIESEL,3.499,,,,,,,,,,,,,,
339551,GOBBLE STOP 9,2215 RIVERSIDE ROAD,VA,36.7841582,-81.5928104,2767837863,https://www.google.com/maps/dir//2215+RIVERSIDE+ROAD+MARION+VA+24354,MARATHON,REGULAR 1,2.899,REGULAR 2,2.899,REGULAR,2.899,,,,,,,,,,,,,,
